ID,EVOID,Pokemon,Class,Rarity,Starter,First Type,Second Type,Egg Group 1,Egg Group 2,First Ability,Second Ability,Hidden Ability,HP,AT,DF,SA,SD,SP,TT,Weight (kg),Weight (lbs),Height (cm),Height (ft in),Shape,♂/♀ Ratio,Growth,Base Connection,Spawn Modifier,Apricorn Chance,Experience,Days To Hatch
765,,Oranguru,Sage Pokémon,Common,No,Normal,Psychic,Field,,Inner Focus,Telepahty,Symbiosis,90,60,80,90,110,60,490,76,168,150,"4'11""",Humanoid,0.5,Very Slow,50,-10,45,172,20
766,,Passimian,Teamwork Pokémon,Common,No,Fighting,,Field,,Receiver,Telepahty,Defiant,100,120,90,40,60,80,490,83,183,201,"6'07""",Upright,0.5,Very Slow,50,-10,45,172,20
767,,Wimpod,Turn Tail Pokémon,Common,No,Bug,Water,Bug,Water 3,Wimp Out,Rivalry,Competitive,25,35,40,20,30,80,230,12,27,51,"1'08""",Tentacles,0.5,Fast,50,10,90,46,20
768,767,Golisopod,Hard Scale Pokémon,Common,No,Bug,Water,Bug,Water 3,Emergency Exit,Rivalry,Competitive,75,125,140,60,90,40,530,108,238,201,"6'07""",Humanoid,0.5,Fast,40,-30,45,186,20
769,,Sandygast,Sand Heap Pokémon,Common,No,Ghost,Ground,Amorphous,,Water Compaction,Natural Cure,Sand Veil,55,55,80,70,45,15,320,70,154,51,"1'08""",Squiggle,0.5,Fast,50,24,140,64,15
770,769,Palossand,Sand Castle Pokémon,Common,No,Ghost,Ground,Amorphous,,Water Compaction,Natural Cure,Sand Veil,85,75,110,100,75,35,480,250,551,130,"4'03""",Squiggle,0.5,Fast,40,-26,60,168,15
771,,Pyukumuku,Sea Cucumber Pokémon,Common,No,Water,,Water 1,,Innards Out,Simple,Unaware,55,60,130,30,130,5,410,1,3,30,"1'00""",Squiggle,0.5,Very Fast,50,-1,60,144,15
772,,Type: Null,Synthetic Pokémon,Legendary,No,Normal,,Undiscovered,,Battle Armor,Immunity,Sturdy,95,95,95,95,95,59,534,121,266,191,"6'03""",Quadruped,,Very Slow,0,-25,3,107,50
773,772,Silvally,Synthetic Pokémon,Legendary,No,Normal,,Undiscovered,,RKS System,Immunity,Battle Armor,95,95,95,95,95,95,570,101,222,231,"7'07""",Quadruped,,Very Slow,0,-40,3,285,50
774C,,Minior (Core),Meteor Pokémon,Common,No,Rock,Flying,Mineral,,Shields Down,Solid Rock,Aerilate,60,100,60,100,60,120,500,0,1,30,"1'00""",Ball,,Slow,70,-15,30,154,25
774M,,Minior (Meteor),Meteor Pokémon,Common,No,Rock,Flying,Mineral,,Shields Down,Filter,Aerilate,60,60,100,60,100,60,440,40,88,30,"1'00""",Ball,,Slow,70,-15,30,154,25
775,,Komala,Drowsing Pokémon,Common,No,Normal,,Field,,Comatose,Moody,Surge Surfer,65,115,65,75,95,65,480,20,44,41,"1'04""",Humanoid,0.5,Very Slow,70,-10,45,168,20
776,,Turtonator,Blast Turtle Pokémon,Common,No,Fire,Dragon,Monster,Dragon,Shell Armor,Aftermath,Magma Armor,60,78,135,91,85,36,485,212,467,201,"6'07""",Upright,0.5,Fast,50,-1,70,170,20
777,,Togedemaru,Roly-Poly Pokémon,Uncommon,Pika,Electric,Steel,Field,Fairy,Iron Barbs,Lightning Rod,Sturdy,65,98,63,40,73,96,435,3,7,30,"1'00""",Upright,0.5,Fast,50,38,180,152,10
778,,Mimikyu,Disguise Pokémon,Rare,No,Ghost,Fairy,Amorphous,,Disguise,Illuminate,Shields Down,55,90,80,50,105,96,476,1,2,20,"0'08""",Squiggle,0.5,Fast,50,-10,45,167,20
778B,,Mimikyu (Busted),Disguise Pokémon,Rare,No,Ghost,Fairy,Amorphous,,Disguise,Illuminate,Shields Down,60,100,60,100,60,120,500,1,2,20,"0'08""",Squiggle,0.5,Fast,50,-10,45,167,20
779,,Bruxish,Gnash Teeth Pokémon,Common,No,Water,Psychic,Water 2,,Dazzling,Strong Jaw,Wonder Skin,68,105,70,70,70,92,475,19,42,89,"2'11""",Fish,0.5,Fast,70,1,80,166,15
780,,Drampa,Placid Pokémon,Common,No,Normal,Dragon,Monster,Dragon,Berserk,Sap Sipper,Cloud Nine,78,60,85,135,91,36,485,185,408,300,"9'10""",Squiggle,0.5,Fast,50,-1,70,170,20
781,,Dhelmise,Sea Creeper Pokémon,Common,No,Ghost,Grass,Mineral,,Steelworker,Stench,Guts,70,131,100,86,90,40,517,210,463,391,"12'10""",Blob,,Fast,50,-15,25,181,25
782,,Jangmo-o,Scaly Pokémon,Rare,Special,Dragon,,Dragon,,Bulletproof,Soundproof,Overcoat,45,55,65,45,45,45,300,30,66,61,"2'00""",Quadruped,0.5,Very Slow,50,-10,45,60,40
783,782,Hakamo-o,Scaly Pokémon,Rare,No,Dragon,Fighting,Dragon,,Bulletproof,Soundproof,Overcoat,55,75,90,65,70,65,420,47,104,119,"3'11""",Upright,0.5,Very Slow,40,-30,45,147,40
784,783,Kommo-o,Scaly Pokémon,Rare,No,Dragon,Fighting,Dragon,,Bulletproof,Soundproof,Overcoat,75,110,125,100,105,85,600,78,172,160,"5'03""",Upright,0.5,Very Slow,40,-57,45,300,40
785,,Tapu Koko,Land Spirit Pokémon,Legendary,No,Electric,Fairy,Undiscovered,,Electric Surge,Quick Feet,Telepathy,70,115,85,95,75,130,570,21,45,180,"5'11""",Arms,,Very Slow,40,-25,3,285,15
786,,Tapu Lele,Land Spirit Pokémon,Legendary,No,Psychic,Fairy,Undiscovered,,Psychic Surge,Quick Feet,Telepathy,70,85,75,130,115,95,570,19,41,119,"3'11""",Arms,,Very Slow,40,-25,3,285,15
787,,Tapu Bulu,Land Spirit Pokémon,Legendary,No,Grass,Fairy,Undiscovered,,Grassy Surge,Quick Feet,Telepathy,70,130,115,85,95,75,570,45,100,191,"6'03""",Arms,,Very Slow,40,-25,3,285,15
788,,Tapu Fini,Land Spirit Pokémon,Legendary,No,Water,Fairy,Undiscovered,,Misty Surge,Quick Feet,Telepathy,70,75,115,95,130,85,570,21,47,130,"4'03""",Arms,,Very Slow,40,-25,3,285,15
789,,Cosmog,Nebula Pokémon,Legendary,No,Psychic,,Undiscovered,,Unaware,Clear Body,Sturdy,43,29,31,29,31,37,200,0,0,20,"0'08""",Ball,,Very Slow,10,-10,45,40,50
790,789,Cosmoem,Protostar Pokémon,Legendary,No,Psychic,,Undiscovered,,Sturdy,Comatose,Unaware,43,29,131,29,131,37,400,1000,2204,10,"0'04""",Ball,,Very Slow,10,-30,45,140,50
791,790,Solgaleo,Sunne Pokémon,Legendary,No,Psychic,Steel,Undiscovered,,Full Metal Body,Sturdy,Unaware,137,137,107,113,89,97,680,230,507,340,"11'02""",Quadruped,,Very Slow,10,-57,45,340,50
792,790,Lunala,Moone Pokémon,Legendary,No,Psychic,Ghost,Undiscovered,,Shadow Shield,Sturdy,Unaware,137,113,89,137,107,97,680,120,265,399,"13'01""",Wings,,Very Slow,10,-57,45,340,50
793,,Nihilego,Parasite Pokémon,Mythical,No,Rock,Poison,Undiscovered,,Beast Boost,Beast Boost,Beast Boost,109,53,47,127,131,103,570,56,122,119,"3'11""",Tentacles,,Very Slow,10,-10,45,285,50
794,,Buzzwole,Swollen Pokémon,Mythical,No,Bug,Fighting,Undiscovered,,Beast Boost,Beast Boost,Beast Boost,107,139,139,53,53,79,570,334,736,239,"7'10""",Tentacles,,Very Slow,10,-10,45,285,50
795,,Pheromosa,Lissome Pokémon,Mythical,No,Bug,Fighting,Undiscovered,,Beast Boost,Beast Boost,Beast Boost,71,137,37,137,37,151,570,25,55,180,"5'11""",Humanoid,,Very Slow,10,-10,45,285,50
796,,Xurkitree,Glowing Pokémon,Mythical,No,Electric,,Undiscovered,,Beast Boost,Beast Boost,Beast Boost,83,89,71,173,71,83,570,100,221,381,"12'06""",Upright,,Very Slow,10,-10,45,285,50
797,,Celesteela,Launch Pokémon,Mythical,No,Steel,Flying,Undiscovered,,Beast Boost,Beast Boost,Beast Boost,97,101,103,107,101,61,570,1000,2204,919,"30'02""",Humanoid,,Very Slow,10,-10,45,285,50
798,,Kartana,Drawn Sword Pokémon,Mythical,No,Grass,Steel,Undiscovered,,Beast Boost,Beast Boost,Beast Boost,59,181,131,59,31,109,570,0,0,30,"1'00""",Humanoid,,Very Slow,10,-10,45,285,50
799,,Guzzlord,Junkivore Pokémon,Mythical,No,Dark,Dragon,Undiscovered,,Beast Boost,Beast Boost,Beast Boost,223,101,53,97,53,43,570,888,1958,551,"18'01""",Upright,,Very Slow,10,-10,45,285,50
800,,Necrozma,Prism Pokémon,Legendary,No,Psychic,,Undiscovered,,Prism Armor,Beast Boost,Speed Boost,97,107,101,127,89,79,600,230,507,239,"7'10""",Arms,,Very Slow,10,65,255,300,50
800L,800+792,Necrozma (Dawn Wings),Prism Pokémon,Legendary,No,Psychic,Steel,Undiscovered,,Prism Armor,Shadow Shield,Beast Boost,97,157,127,113,109,77,680,460,1014,381,"12'06""",Quadruped,,Very Slow,10,65,255,300,50
800S,800+791,Necrozma (Dusk Mane),Prism Pokémon,Legendary,No,Psychic,Ghost,Undiscovered,,Prism Armor,Full Metal Body,Beast Boost,97,113,109,157,127,77,680,350,772,419,"13'09""",Wings,,Very Slow,10,65,255,300,50
800U,800S/800L,Necrozma (Ultra Necrozma),Prism Pokémon,Legendary,No,Psychic,Dragon,Undiscovered,,Neuroforce,Beast Boost,Prism Armor,97,167,97,167,97,129,754,230,507,239,"7'10""",Wings,,Very Slow,10,65,255,300,50
801,,Magearna,Artificial Pokémon,Mythical,No,Steel,Fairy,Undiscovered,,Soul-Heart,Heavy Metal,Flower Gift,80,95,115,130,115,65,600,230,507,749,"24'07""",Humanoid,,Very Slow,0,-25,3,300,50
801O,,Magearna (Original Color),Artificial Pokémon,Mythical,No,Steel,Fairy,Undiscovered,,Soul-Heart,Heavy Metal,Flower Gift,80,95,115,130,115,65,600,81,178,99,"3'03""",Humanoid,,Very Slow,0,-25,3,300,50
802,,Marshadow,Gloomdweller Pokémon,Mythical,No,Fighting,Ghost,Undiscovered	,,Technician,Speed Boost,Moody,90,125,80,90,90,125,600,22,49,71,"2'04""",Humanoid,,Very Slow,0,-25,3,300,50
803,,Poipole,Poison Pin Pokémon,Mythical,No,Poison,,Undiscovered	,,Beast Boost,Beast Boost,Beast Boost,67,73,67,73,67,73,420,2,4,61,"1'12""",Upright,,Very Slow,10,-10,45,210,50
804,803,Naganadel,Poison Pin Pokémon,Mythical,No,Poison,Dragon,Undiscovered	,,Beast Boost,Beast Boost,Beast Boost,73,73,73,127,73,121,540,150,331,361,"11'10""",Wings,,Very Slow,10,-30,45,270,50
805,,Stakataka,Rampart Pokémon,Mythical,No,Rock,Steel,Undiscovered	,,Beast Boost,Beast Boost,Beast Boost,61,131,211,53,101,13,570,820,1808,551,"18'01""",Quadruped,,Very Slow,10,-15,30,285,50
806,,Blacephalon,Fireworks Pokémon,Mythical,No,Fire,Ghost,Undiscovered	,,Beast Boost,Beast Boost,Beast Boost,53,127,53,151,79,107,570,13,29,180,"5'11""",Humanoid,,Very Slow,10,-15,30,285,50
807,,Zeraora,Thunderclap Pokémon,Mythical,No,Electric,,Undiscovered	,,Volt Absorb,Galvanize,Static,88,112,75,102,80,143,600,44,98,150,"4'11""",Humanoid,,Very Slow,0,-25,3,300,50
808,,Meltan,Hex Nut Pokémon,Mythical,No,Steel,,Undiscovered	,,Magnet Pull,Iron Fist,Anger Point,46,65,65,55,35,34,300,8,18,20,"0'08""",Ball,,Very Slow,0,-25,3,150,50
809,,Melmetal,Hex Nut Pokémon,Mythical,No,Steel,,Undiscovered	,,Iron Fist,Magnet Pull,Anger Point,135,143,143,80,65,34,600,800,1764,249,"8'02""",Humanoid,,Very Slow,0,-25,3,300,50
810,133,Eeveon,Revolution Pokémon,Mythical,No,Normal,,Undiscovered	,,Protean,Adaptability,Anticipation,100,100,100,100,100,100,600,35,77,119,"3'11""",Quadruped,0.875,Very Slow,100,70,3,400,50
810Z,810,Eeveon (Zenith),Revolution Pokémon,Mythical,No,Normal,Dragon,Undiscovered	,,Protean,Adaptability,Anticipation,150,150,150,150,150,150,900,47,104,221,"7'03""",Quadruped,0.875,Very Slow,100,70,3,400,50
